								
	DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA	
	18	9	2009	20:30	Freehold	EEUU	Luz
	18	9	2009	20:15	Corry	EEUU	Luz
	18	9	2009	20:05	Portsmouth	EEUU	Luz
	18	9	2009	20:00	Hackettstown	EEUU	Luz
	18	9	2009	4:15	Huntington Beach	EEUU	Luz
	17	9	2009	20:50	Greenbrook	EEUU	Luz
	17	9	2009	1:45	Santa Cruz/Aptos	EEUU	Luz
	16	9	2009	22:30	Arlington	EEUU	Luz
	16	9	2009	17:00	Ajo	EEUU	Luz
	15	9	2009	23:00	Loleta	EEUU	Luz
	15	9	2009	22:00	Whitby (Canada)	Canadá	Luz
	15	9	2009	22:00	Sunset Beach	EEUU	Luz
	15	9	2009	22:00	Palm Bay	EEUU	Luz
	15	9	2009	21:37	Post Falls	EEUU	Luz
	15	9	2009	21:30	Ocean Isle Beach	EEUU	Luz
	15	9	2009	20:30	Troy	EEUU	Luz
	15	9	2009	20:00	Seaside	EEUU	Luz
	15	9	2009	7:12	Lake Havasu City	EEUU	Luz
	14	9	2009	22:30	Isle of Palms	EEUU	Luz
	14	9	2009	1:45	Salt Lake City	EEUU	Luz
	13	9	2009	20:17	Kent	EEUU	Luz
	13	9	2009	20:15	Lyons	EEUU	Luz
	13	9	2009	19:30	Saline	EEUU	Luz
	13	9	2009	19:00	Manitowoc	EEUU	Luz
	13	9	2009	0:00	Everett	EEUU	Luz
	12	9	2009	22:00	Calgary (Canada)	Canadá	Luz
	12	9	2009	20:10	Port Angeles	EEUU	Luz
	11	9	2009	23:10	Wesley Chapel	EEUU	Luz
	11	9	2009	22:00	Spokane	EEUU	Luz
	11	9	2009	21:00	Escanaba	EEUU	Luz
	11	9	2009	18:45	Chandler	EEUU	Luz
	11	9	2009	16:45	Mesa	EEUU	Luz
	11	9	2009	15:00	Vancouver	EEUU	Luz
	11	9	2009	12:23	Paysayten Wilderness	EEUU	Luz
	11	9	2009	7:05	West Chester	EEUU	Luz
	10	9	2009	20:37	Youngsville	EEUU	Luz
	9	9	2009	22:30	Albion	EEUU	Luz
	9	9	2009	21:38	Kaiserlautern (Germany)	Alemania	Luz
	9	9	2009	21:00	Columbia	EEUU	Luz
	9	9	2009	21:00	Wolf Point	EEUU	Luz
	9	9	2009	20:45	Mountain	EEUU	Luz
	9	9	2009	20:45	Ames	EEUU	Luz
	9	9	2009	20:30	Lower Lake	EEUU	Luz
	9	9	2009	20:17	Lyman	EEUU	Luz
	9	9	2009	20:10	Hicksville	EEUU	Luz
	9	9	2009	20:10	Haverhill	EEUU	Luz
	9	9	2009	3:14	Aberdeen (UK/Scotland)	Reino Unido	Luz
	8	9	2009	22:15	Lincoln	EEUU	Luz
	8	9	2009	22:00	Thornton	EEUU	Luz
	8	9	2009	21:31	Carmel	EEUU	Luz
	8	9	2009	21:25	Kennewick	EEUU	Luz
	8	9	2009	21:20	Hamburg	EEUU	Luz
	8	9	2009	21:20	Springfield	EEUU	Luz
	8	9	2009	21:15	Dearborn Heights	EEUU	Luz
	8	9	2009	21:00	Portland	EEUU	Luz
	8	9	2009	21:00	Middle Sackville (Canada)	Canadá	Luz
	8	9	2009	20:20	Franklin Parl	EEUU	Luz
	8	9	2009	20:19	McKinney	EEUU	Luz
	8	9	2009	20:15	Oxford	EEUU	Luz
	8	9	2009	20:15	Eleva	EEUU	Luz
	8	9	2009	20:00	Muscatine	EEUU	Luz
	8	9	2009	20:00	Tuba City	EEUU	Luz
	8	9	2009	20:00	Paradise	EEUU	Luz
	8	9	2009	19:48	Los Angeles	EEUU	Luz
	8	9	2009	19:45	Newbury Park	EEUU	Luz
	7	9	2009	21:15	San Jose	EEUU	Luz
	7	9	2009	21:05	San Jose	EEUU	Luz
	7	9	2009	20:45	Antonito (30 miles East of my location)	EEUU	Luz
	7	9	2009	20:27	Colorado Springs	EEUU	Luz
	7	9	2009	19:52	Mountain Home	EEUU	Luz
	7	9	2009	19:18	Fairfield/Bridgeport	EEUU	Luz
	7	9	2009	18:00	San Jose	EEUU	Luz
	7	9	2009	1:30	Conneaut	EEUU	Luz
	6	9	2009	22:35	Escondido	EEUU	Luz
	6	9	2009	21:00	Port St. Lucie	EEUU	Luz
	6	9	2009	1:00	Miami	EEUU	Luz
	5	9	2009	21:30	Liverpool (UK/England)	Reino Unido	Luz
	5	9	2009	21:22	Monroe	EEUU	Luz
	5	9	2009	21:15	Bangor	EEUU	Luz
	5	9	2009	19:20	La Crosse	EEUU	Luz
	4	9	2009	23:55	Davenport/Reardan	EEUU	Luz
	4	9	2009	19:30	Bury St. Edmunds (UK/England)	Reino Unido	Luz
	4	9	2009	11:15	Maysville	EEUU	Luz
	3	9	2009	23:30	Everett	EEUU	Luz
	3	9	2009	23:00	Tampa	EEUU	Luz
	3	9	2009	22:30	Healy	EEUU	Luz
	3	9	2009	21:30	Atlanta	EEUU	Luz
	3	9	2009	21:07	L'Anse (Alberta Village)	EEUU	Luz
	3	9	2009	20:00	Seattle	EEUU	Luz
	3	9	2009	18:15	Red Deer (Canada)	Canadá	Luz
	2	9	2009	22:00	Aurora	EEUU	Luz
	2	9	2009	21:41	Keokuk	EEUU	Luz
	2	9	2009	11:00	Healdsburg	EEUU	Luz
	2	9	2009	5:10	Fruita	EEUU	Luz
	1	9	2009	21:00	Grovetown	EEUU	Luz
	1	9	2009	20:05	Peotone	EEUU	Luz
	1	9	2009	5:13	Centerville	EEUU	Luz
	31	8	2009	23:50	Escondido	EEUU	Luz
	31	8	2009	20:45	Iron Mountain	EEUU	Luz
	31	8	2009	5:00	Tuscaloosa	EEUU	Luz
	31	8	2009	5:00	Leeds	EEUU	Luz
	31	8	2009	1:00	Toronto (Canada)	Canadá	Luz
	30	8	2009	23:00	Cedar Glen	EEUU	Luz
	30	8	2009	9:52	Little Braxted (Essex) (UK/England)	Reino Unido	Luz
	30	8	2009	4:30	Mountain Ranch	EEUU	Luz
	30	8	2009	0:22	Cordova	EEUU	Luz
	29	8	2009	21:50	Arvada	EEUU	Luz
	29	8	2009	0:01	Boca Raton	EEUU	Luz
	28	8	2009	20:10	Gallatin	EEUU	Luz
	28	8	2009	7:20	Houston	EEUU	Luz
	27	8	2009	23:10	Lindsay	EEUU	Luz
	27	8	2009	22:15	San Rafael	EEUU	Luz
	27	8	2009	21:20	Farmington	EEUU	Luz
	27	8	2009	21:00	Camas	EEUU	Luz
	27	8	2009	21:00	Modesto	EEUU	Luz
	27	8	2009	0:30	Brookville	EEUU	Luz
	26	8	2009	20:50	Lawton	EEUU	Luz
	26	8	2009	20:17	Wailua	EEUU	Luz
	26	8	2009	19:45	Douglasville	EEUU	Luz
	25	8	2009	22:10	Beatty	EEUU	Luz
	25	8	2009	21:45	Aliso Viejo	EEUU	Luz
	25	8	2009	21:31	Carmichael	EEUU	Luz
	25	8	2009	21:31	Carmichael	EEUU	Luz
	25	8	2009	21:00	Adachi (Japan)	Japón	Luz
	25	8	2009	20:00	Cannon Falls	EEUU	Luz
	25	8	2009	1:30	Saskatoon (Canada)	Canadá	Luz
	24	8	2009	23:30	Costa del Sol (Spain)	España	Luz
	24	8	2009	23:00	New York City (Staten Island)	EEUU	Luz
	24	8	2009	21:45	Parker	EEUU	Luz
	24	8	2009	21:25	Toronto (Canada)	Canadá	Luz
	24	8	2009	14:30	Medford (outskirts)	EEUU	Luz
	23	8	2009	22:15	Winfield (5 mi South of)	EEUU	Luz
	23	8	2009	4:15	Minneapolis	EEUU	Luz
	23	8	2009	1:00	Spanish Fort	EEUU	Luz
	22	8	2009	23:15	Allendale	EEUU	Luz
	22	8	2009	22:00	Flowery Branch	EEUU	Luz
	22	8	2009	21:30	Annandale	EEUU	Luz
	22	8	2009	21:00	Fresno	EEUU	Luz
	22	8	2009	20:50	Northampton (UK/England)	Reino Unido	Luz
	22	8	2009	5:00	Austin	EEUU	Luz
	22	8	2009	4:30	Warm Springs	EEUU	Luz
	22	8	2009	3:30	Rapid City	EEUU	Luz
	22	8	2009	0:50	Liverpool	EEUU	Luz
	21	8	2009	23:00	Mandan	EEUU	Luz
	21	8	2009	23:00	Sherwood Park (Canada)	Canadá	Luz
	20	8	2009	23:30	Palatine	EEUU	Luz
	20	8	2009	23:00	Normal	EEUU	Luz
	20	8	2009	23:00	Valdosta	EEUU	Luz
	20	8	2009	22:00	Florence	EEUU	Luz
	20	8	2009	21:50	West Chester	EEUU	Luz
	20	8	2009	19:00	Sauk City	EEUU	Luz
	20	8	2009	4:37	Singers Glen	EEUU	Luz
	20	8	2009	1:30	Miami Beach	EEUU	Luz
	20	8	2009	0:00	Palo Alto (assumed location)	EEUU	Luz
	19	8	2009	14:22	Gentry	EEUU	Luz
	18	8	2009	22:00	Navarre Beach	EEUU	Luz
	18	8	2009	21:14	Yuma	EEUU	Luz
	17	8	2009	19:00	Goodyear	EEUU	Luz
	17	8	2009	1:30	Richmond Hill (Canada)	Canadá	Luz
	16	8	2009	23:00	Middleton (Canada)	Canadá	Luz
	16	8	2009	22:30	Oklahoma City	EEUU	Luz
	16	8	2009	1:00	Charlton	EEUU	Luz
	16	8	2009	0:10	Britt	EEUU	Luz
	15	8	2009	23:55	Percilla	EEUU	Luz
	15	8	2009	23:00	Two Harbors	EEUU	Luz
	15	8	2009	22:06	East Grand Rapids	EEUU	Luz
	15	8	2009	20:40	Fishtoft (Boston) (UK/England)	Reino Unido	Luz
	15	8	2009	8:00	Port Orford	EEUU	Luz
	15	8	2009	3:00	Amherst	EEUU	Luz
	14	8	2009	23:00	Shelton	EEUU	Luz
	14	8	2009	5:00	Yakima	EEUU	Luz
	13	8	2009	21:30	Chesterton	EEUU	Luz
	13	8	2009	12:23	Toronto (Canada)	Canadá	Luz
	13	8	2009	4:30	Chicago	EEUU	Luz
	12	8	2009	23:30	Missoula	EEUU	Luz
	12	8	2009	22:00	Spokane Valley	EEUU	Luz
	12	8	2009	1:00	East Brunswick	EEUU	Luz
	11	8	2009	19:00	Dhubri (India)	India	Luz
	10	8	2009	12:30	Houston	EEUU	Luz
	9	8	2009	0:00	San Jose	EEUU	Luz
	8	8	2009	22:00	Hayle, Cornwall (UK/England)	Reino Unido	Luz
	8	8	2009	21:52	Doncaster (UK/England)	Reino Unido	Luz
	8	8	2009	21:52	Doncaster (UK/England)	Reino Unido	Luz
	8	8	2009	21:00	Brazil	EEUU	Luz
	8	8	2009	20:00	Buena Vista	EEUU	Luz
	8	8	2009	0:00	Walnut Springs	EEUU	Luz
	7	8	2009	0:00	Westminster	EEUU	Luz
	6	8	2009	21:50	Bulverde	EEUU	Luz
	6	8	2009	21:30	Santa Rosa	EEUU	Luz
	6	8	2009	2:05	Pico Rivera	EEUU	Luz
	6	8	2009	0:34	Clovis	EEUU	Luz
	5	8	2009	20:45	Roswell	EEUU	Luz
	5	8	2009	19:30	Santa Rosa Beach	EEUU	Luz
	5	8	2009	17:00	Santa Cruz	EEUU	Luz
	4	8	2009	23:10	Salina	EEUU	Luz
	3	8	2009	23:00	Centralia	EEUU	Luz
	3	8	2009	23:00	Mukwonago	EEUU	Luz
	3	8	2009	21:30	Ocean Isle	EEUU	Luz
	3	8	2009	0:45	Haltom City	EEUU	Luz
	1	8	2009	23:30	Middletown	EEUU	Luz
	1	8	2009	21:30	Vero Beach	EEUU	Luz
	1	8	2009	21:00	Largo	EEUU	Luz
	1	8	2009	3:00	Monroe	EEUU	Luz
	31	7	2009	21:30	Butler	EEUU	Luz
	31	7	2009	2:40	Lacey	EEUU	Luz
	30	7	2009	0:00	St Leonard (Canada)	Canadá	Luz
	30	7	2009	22:20	Williamslake (Canada)	Canadá	Luz
	30	7	2009	21:30	Odin	EEUU	Luz
	30	7	2009	21:30	Capitola	EEUU	Luz
	30	7	2009	0:30	Frant (UK/England)	Reino Unido	Luz
	29	7	2009	22:35	Euless	EEUU	Luz
	29	7	2009	22:20	Greeneville	EEUU	Luz
	27	7	2009	23:30	Quetico Provincial Park (Canada)	Canadá	Luz
	27	7	2009	23:20	Greeneville	EEUU	Luz
	27	7	2009	22:54	Kensington	EEUU	Luz
	27	7	2009	22:15	Hunters	EEUU	Luz
	27	7	2009	6:45	Medlam, Lincolnshire (UK/England)	Reino Unido	Luz
	27	7	2009	3:30	Flower Mound	EEUU	Luz
	26	7	2009	21:40	Glencoe	EEUU	Luz
	26	7	2009	21:30	Gahanna	EEUU	Luz
	26	7	2009	21:15	Tulsa	EEUU	Luz
	26	7	2009	15:00	Sioux Falls	EEUU	Luz
	26	7	2009	12:30	Columbia	EEUU	Luz
	26	7	2009	9:38	Norwood -Cincinnati	EEUU	Luz
	26	7	2009	3:30	Boone	EEUU	Luz
	26	7	2009	2:00	Lincoln	EEUU	Luz
	26	7	2009	No especificado	Chamita	EEUU	Luz
	25	7	2009	23:00	Algona	EEUU	Luz
	25	7	2009	22:24	Eugene	EEUU	Luz
	25	7	2009	22:15	Corona	EEUU	Luz
	25	7	2009	22:00	Union	EEUU	Luz
	25	7	2009	21:40	Semmes	EEUU	Luz
	25	7	2009	21:30	Gridley	EEUU	Luz
	25	7	2009	21:10	Pollockpines	EEUU	Luz
	25	7	2009	20:30	Ridgecrest	EEUU	Luz
	25	7	2009	11:20	Carrie	EEUU	Luz
	25	7	2009	4:00	Stillwater	EEUU	Luz
	25	7	2009	1:00	De Borgia	EEUU	Luz
	24	7	2009	23:30	Kingston	EEUU	Luz
	24	7	2009	23:00	Everett	EEUU	Luz
	24	7	2009	23:00	Sugarcreek Township	EEUU	Luz
	24	7	2009	22:15	Varna (Bulgaria)	Bulgaria	Luz
	24	7	2009	22:15	Moneta	EEUU	Luz
	24	7	2009	22:15	Middlebourne	EEUU	Luz
	24	7	2009	22:15	Bridgeport	EEUU	Luz
	24	7	2009	22:00	Oujé Bougoumou (Canada)	Canadá	Luz
	24	7	2009	21:45	Aurora	EEUU	Luz
	24	7	2009	21:45	Rifle	EEUU	Luz
	24	7	2009	3:00	Barrow-In-Furness (UK/England)	Reino Unido	Luz
	24	7	2009	3:00	Portland	EEUU	Luz
	23	7	2009	23:30	Kersey	EEUU	Luz
	23	7	2009	11:00	Lakewood	EEUU	Luz
	23	7	2009	10:44	Escondido	EEUU	Luz
	23	7	2009	0:00	Leggett	EEUU	Luz
	22	7	2009	23:06	Buda	EEUU	Luz
	22	7	2009	22:43	Greeneville	EEUU	Luz
	22	7	2009	22:10	Plover	EEUU	Luz
	22	7	2009	22:05	Bothell	EEUU	Luz
	22	7	2009	21:49	Lake Springs	EEUU	Luz
	22	7	2009	21:30	Avon	EEUU	Luz
	22	7	2009	21:00	Alliance	EEUU	Luz
	22	7	2009	0:15	Cumberland	EEUU	Luz
	21	7	2009	23:00	Reno	EEUU	Luz
	21	7	2009	22:40	Fayetteville	EEUU	Luz
	21	7	2009	22:25	Munising	EEUU	Luz
	21	7	2009	22:00	Greenleaf	EEUU	Luz
	21	7	2009	21:30	Millis	EEUU	Luz
	21	7	2009	12:30	Chicago	EEUU	Luz
	21	7	2009	1:15	Unincorporated Grayslake/Volo/Wauconda	EEUU	Luz
	20	7	2009	23:30	Brookston	EEUU	Luz
	20	7	2009	23:14	Boise	EEUU	Luz
	20	7	2009	22:40	Buffalo Grove	EEUU	Luz
	20	7	2009	22:15	Eugene	EEUU	Luz
	20	7	2009	22:15	Gig Harbor	EEUU	Luz
	20	7	2009	22:00	Las Vegas	EEUU	Luz
	20	7	2009	22:00	Ocean City	EEUU	Luz
	20	7	2009	9:30	Auburn	EEUU	Luz
	20	7	2009	4:00	Bozeman	EEUU	Luz
	20	7	2009	0:00	Streamwood	EEUU	Luz
	20	7	2009	0:00	Novato (??)	EEUU	Luz
	19	7	2009	23:00	Avalon	EEUU	Luz
	19	7	2009	22:30	Ocean City	EEUU	Luz
	19	7	2009	1:35	Park Hills	EEUU	Luz
	18	7	2009	23:00	Navajo Lake	EEUU	Luz
	18	7	2009	22:00	Santa Cruz	EEUU	Luz
	18	7	2009	21:45	Middletown	EEUU	Luz
	18	7	2009	21:40	Lebanon	EEUU	Luz
	18	7	2009	5:19	Boynton Beach	EEUU	Luz
	18	7	2009	4:50	Houston	EEUU	Luz
	18	7	2009	0:10	London (UK/England)	Reino Unido	Luz
	17	7	2009	21:00	Weslaco	EEUU	Luz
	17	7	2009	20:30	Launceston (Australia)	Australia	Luz
	17	7	2009	0:00	Santa Fe	EEUU	Luz
	16	7	2009	22:50	Marysville	EEUU	Luz
	16	7	2009	21:00	Enid	EEUU	Luz
	16	7	2009	11:00	Oakwood	EEUU	Luz
	16	7	2009	10:22	Kent	EEUU	Luz
	16	7	2009	2:30	Wrexham (UK/Wales)	Reino Unido	Luz
	16	7	2009	0:30	Gasport	EEUU	Luz
	16	7	2009	0:00	Santa Rosa	EEUU	Luz
	15	7	2009	14:23	Monkton (Canada)	Canadá	Luz
	14	7	2009	23:00	Three Rivers	EEUU	Luz
	14	7	2009	0:32	Inver Grove Heights	EEUU	Luz
	14	7	2009	0:25	Woodbury (UK/England)	Reino Unido	Luz
	13	7	2009	20:40	French Lick	EEUU	Luz
	13	7	2009	0:20	Commerce Township	EEUU	Luz
	12	7	2009	2:30	Las Vegas	EEUU	Luz
	11	7	2009	23:00	Sausalito	EEUU	Luz
	11	7	2009	22:00	Superior	EEUU	Luz
	11	7	2009	22:00	Victor	EEUU	Luz
	11	7	2009	21:18	Clinton	EEUU	Luz
	10	7	2009	22:15	Eau Claire	EEUU	Luz
	10	7	2009	22:00	Henrico	EEUU	Luz
	10	7	2009	21:00	Greenwich	EEUU	Luz
	10	7	2009	19:15	Raleigh	EEUU	Luz
	10	7	2009	0:35	Charleston (West of I-77)	EEUU	Luz
	10	7	2009	0:05	Addingham (UK/England)	Reino Unido	Luz
	9	7	2009	23:30	New York City (Staten Island)	EEUU	Luz
	9	7	2009	22:30	Seattle	EEUU	Luz
	9	7	2009	21:00	Fresno	EEUU	Luz
	9	7	2009	3:00	Mount Forest (Canada)	Canadá	Luz
	8	7	2009	23:30	Edmond	EEUU	Luz
	8	7	2009	20:30	Strawberry	EEUU	Luz
	8	7	2009	1:00	Death Valley	EEUU	Luz
	7	7	2009	23:00	Waynesville	EEUU	Luz
	7	7	2009	22:45	Austintown	EEUU	Luz
	7	7	2009	22:40	North Ogden	EEUU	Luz
	7	7	2009	22:06	Goodlettsville	EEUU	Luz
	7	7	2009	10:10	Lincoln	EEUU	Luz
	7	7	2009	9:40	Philadelphia	EEUU	Luz
	7	7	2009	4:45	San Bernardino	EEUU	Luz
	7	7	2009	3:00	Ft. Lauderdale	EEUU	Luz
	6	7	2009	23:10	Los Angeles	EEUU	Luz
	6	7	2009	23:00	Salida	EEUU	Luz
	6	7	2009	22:43	Virginia Beach	EEUU	Luz
	6	7	2009	22:20	Bloomfield-Friendship (Pittsburgh)	EEUU	Luz
	6	7	2009	21:43	Granton	EEUU	Luz
	6	7	2009	21:10	Miami	EEUU	Luz
	6	7	2009	9:00	Boca Raton	EEUU	Luz
	6	7	2009	8:30	Whitby (Canada)	Canadá	Luz
	6	7	2009	3:30	Hesperia	EEUU	Luz
	6	7	2009	2:00	Montoursville	EEUU	Luz
	5	7	2009	10:00	Lenexa	EEUU	Luz
	5	7	2009	0:02	Flint	EEUU	Luz
	4	7	2009	23:15	Seattle	EEUU	Luz
	4	7	2009	23:00	Patchogue	EEUU	Luz
	4	7	2009	23:00	Delray Beach	EEUU	Luz
	4	7	2009	22:39	Chester	EEUU	Luz
	4	7	2009	22:38	Chester	EEUU	Luz
	4	7	2009	22:30	Seattle	EEUU	Luz
	4	7	2009	22:30	Monroe	EEUU	Luz
	4	7	2009	22:30	Port Coqitlam (Canada)	Canadá	Luz
	4	7	2009	22:30	Monroe	EEUU	Luz
	4	7	2009	22:30	Plainwell	EEUU	Luz
	4	7	2009	22:24	Macomb	EEUU	Luz
	4	7	2009	22:23	Waterville	EEUU	Luz
	4	7	2009	22:15	Vicksburg	EEUU	Luz
	4	7	2009	22:15	Sacramento	EEUU	Luz
	4	7	2009	22:10	Hartford	EEUU	Luz
	4	7	2009	22:00	Boiling Springs	EEUU	Luz
	4	7	2009	22:00	Milford	EEUU	Luz
	4	7	2009	22:00	Mechanicsburg	EEUU	Luz
	4	7	2009	21:46	Algonquin	EEUU	Luz
	4	7	2009	21:45	Charlotte	EEUU	Luz
	4	7	2009	21:35	Westlake Village	EEUU	Luz
	4	7	2009	21:30	Snohomish	EEUU	Luz
	4	7	2009	21:15	Shelby	EEUU	Luz
	4	7	2009	21:10	El Cajon	EEUU	Luz
	4	7	2009	20:55	El Cajon	EEUU	Luz
	4	7	2009	20:55	El Cajon	EEUU	Luz
	4	7	2009	20:50	La Mesa/El Cajon	EEUU	Luz
	4	7	2009	20:49	El Cajon	EEUU	Luz
	4	7	2009	20:35	El Cajon	EEUU	Luz
	4	7	2009	13:00	Louisville	EEUU	Luz
	4	7	2009	0:00	West Hawk Lake (Canada)	Canadá	Luz
	3	7	2009	23:05	Lafayette	EEUU	Luz
	3	7	2009	22:30	Greer	EEUU	Luz
	3	7	2009	21:45	Clyde	EEUU	Luz
	3	7	2009	21:25	Sacramento	EEUU	Luz
	3	7	2009	1:58	Gig Harbor	EEUU	Luz
	1	7	2009	23:15	Winnipeg (Canada)	Canadá	Luz
	1	7	2009	22:05	Lynden	EEUU	Luz
	1	7	2009	22:00	Atlantic Beach	EEUU	Luz
	1	7	2009	18:00	Mesa	EEUU	Luz
	1	7	2009	1:00	Crestone	EEUU	Luz
	30	6	2009	21:00	Clarksville	EEUU	Luz
	30	6	2009	0:00	Avon/Brodhead	EEUU	Luz
	29	6	2009	22:15	Waxhaw	EEUU	Luz
	29	6	2009	12:00	Surprise	EEUU	Luz
	29	6	2009	4:15	Davison	EEUU	Luz
	29	6	2009	3:00	San Jose	EEUU	Luz
	28	6	2009	23:35	Dublin (Ireland)	Irlanda	Luz
	28	6	2009	22:15	Mexico	EEUU	Luz
	28	6	2009	18:15	Dallas	EEUU	Luz
	27	6	2009	21:15	Mesa	EEUU	Luz
	27	6	2009	20:50	Mountain Center	EEUU	Luz
	27	6	2009	10:00	Carlsbad	EEUU	Luz
	26	6	2009	3:10	Issaquah	EEUU	Luz
	25	6	2009	23:00	Winnipeg (Canada)	Canadá	Luz
	25	6	2009	10:00	Missoula	EEUU	Luz
	25	6	2009	2:00	Missoula	EEUU	Luz
	24	6	2009	22:30	Los Angeles	EEUU	Luz
	24	6	2009	8:40	Sydney (Australia)	Australia	Luz
	24	6	2009	1:35	Tomball	EEUU	Luz
	24	6	2009	1:10	Southlake	EEUU	Luz
	23	6	2009	23:00	Talavera de la Reina	España	Luz
	23	6	2009	22:15	Lakewood	EEUU	Luz
	23	6	2009	21:30	Gilbert	EEUU	Luz
	23	6	2009	4:00	New York City (Queens)	EEUU	Luz
	23	6	2009	2:30	Otoe	EEUU	Luz
	22	6	2009	22:24	Princeton	EEUU	Luz
	22	6	2009	5:20	Beloit	EEUU	Luz
	21	6	2009	23:15	Manhattan	EEUU	Luz
	21	6	2009	23:00	Summerfield	EEUU	Luz
	21	6	2009	22:30	Brook Park	EEUU	Luz
	21	6	2009	21:30	Garden Grove	EEUU	Luz
	21	6	2009	21:15	Tunbridge Wells (UK/England)	Reino Unido	Luz
	21	6	2009	0:30	Franklin	EEUU	Luz
	21	6	2009	No especificado	Masontown	EEUU	Luz
	20	6	2009	22:00	Chiddingfold (UK/England)	Reino Unido	Luz
	20	6	2009	21:17	Boulder	EEUU	Luz
	20	6	2009	21:00	Encino	EEUU	Luz
	20	6	2009	20:45	Encino	EEUU	Luz
	19	6	2009	21:35	Whittier	EEUU	Luz
	19	6	2009	11:00	Hutchinson	EEUU	Luz
	18	6	2009	23:30	Letchworth (UK/England)	Reino Unido	Luz
	18	6	2009	18:30	Arlington	EEUU	Luz
	17	6	2009	23:15	North Myrtle Beach	EEUU	Luz
	17	6	2009	23:00	North Myrtle Beach	EEUU	Luz
	16	6	2009	22:30	Martinez	EEUU	Luz
	16	6	2009	2:00	Bellingham	EEUU	Luz
	15	6	2009	22:00	Swannanoa	EEUU	Luz
	14	6	2009	23:00	Gainesville	EEUU	Luz
	14	6	2009	22:10	Livingston	EEUU	Luz
	14	6	2009	21:32	Kensington	EEUU	Luz
	14	6	2009	17:30	Oakland	EEUU	Luz
	14	6	2009	1:00	Sugarcreek Township	EEUU	Luz
	14	6	2009	1:00	Elko	EEUU	Luz
	13	6	2009	23:30	Sulphur	EEUU	Luz
	13	6	2009	21:00	Springfield	EEUU	Luz
	13	6	2009	19:00	Franklin	EEUU	Luz
	13	6	2009	0:40	Iselin	EEUU	Luz
	12	6	2009	23:30	Cooperstown	EEUU	Luz
	12	6	2009	23:00	Fort Collins	EEUU	Luz
	12	6	2009	22:13	Darmstadt (Germanu)	Alemania	Luz
	12	6	2009	21:33	Daytona Beach	EEUU	Luz
	12	6	2009	21:00	Lexington	EEUU	Luz
	12	6	2009	21:00	West Hollywood and west	EEUU	Luz
	12	6	2009	16:00	Westbury	EEUU	Luz
	12	6	2009	2:00	Palm Coast	EEUU	Luz
	10	6	2009	19:30	Lakewood	EEUU	Luz
	10	6	2009	17:55	Shoreline	EEUU	Luz
	10	6	2009	16:00	Mountlake Terrace	EEUU	Luz
	9	6	2009	23:59	Bothell	EEUU	Luz
	9	6	2009	20:40	Pittsburgh	EEUU	Luz
	8	6	2009	22:43	La Mirada	EEUU	Luz
	8	6	2009	21:30	Pineville	EEUU	Luz
	8	6	2009	10:00	West Bend	EEUU	Luz
	7	6	2009	23:30	Virginia Beach	EEUU	Luz
	7	6	2009	21:30	Independence	EEUU	Luz
	7	6	2009	0:30	Cheyenne	EEUU	Luz
	6	6	2009	21:30	Fort Myers Beach	EEUU	Luz
	5	6	2009	23:50	Winlock	EEUU	Luz
	5	6	2009	14:10	Victoria	EEUU	Luz
	4	6	2009	22:30	Chattanooga	EEUU	Luz
	3	6	2009	11:00	Bagdad	EEUU	Luz
	3	6	2009	0:00	Morristown	EEUU	Luz
	2	6	2009	21:00	Shrewsbury	EEUU	Luz
	2	6	2009	13:00	Tempe	EEUU	Luz
	2	6	2009	0:40	Dulce	EEUU	Luz
	1	6	2009	23:00	San Antonio	EEUU	Luz
	1	6	2009	23:00	Hamilton	EEUU	Luz
	1	6	2009	22:00	Ruckersville	EEUU	Luz
	1	6	2009	20:40	Old Saybrook	EEUU	Luz
	1	6	2009	5:30	Burbank	EEUU	Luz
	1	6	2009	1:30	Gainesville	EEUU	Luz
	1	6	2009	0:30	Pomona	EEUU	Luz
	31	5	2009	23:00	Bloomington	EEUU	Luz
	31	5	2009	22:00	Grafton	EEUU	Luz
	31	5	2009	19:00	Randleman	EEUU	Luz
	31	5	2009	2:00	Olympia	EEUU	Luz
	30	5	2009	22:00	Three Rivers	EEUU	Luz
	30	5	2009	0:15	Newark	EEUU	Luz
	29	5	2009	22:00	Greeneville	EEUU	Luz
	28	5	2009	21:50	Crossville	EEUU	Luz
	28	5	2009	21:30	Albuquerque	EEUU	Luz
	28	5	2009	21:30	Albuquerque	EEUU	Luz
	28	5	2009	4:00	El Rito	EEUU	Luz
	27	5	2009	22:00	Los Padres National Forest	EEUU	Luz
	27	5	2009	21:40	Phoenix	EEUU	Luz
	27	5	2009	21:00	Myrtle Beach	EEUU	Luz
	26	5	2009	21:00	Oak Island	EEUU	Luz
	26	5	2009	1:00	Port Charlotte	EEUU	Luz
	25	5	2009	22:05	Fombell	EEUU	Luz
	25	5	2009	22:00	Torfaen (UK/England?)	Reino Unido	Luz
	25	5	2009	21:32	Halifax (Canada)	Canadá	Luz
	25	5	2009	9:45	Sharon	EEUU	Luz
	25	5	2009	0:45	Minneapolis	EEUU	Luz
	24	5	2009	23:00	Sussex	EEUU	Luz
	24	5	2009	23:00	Burkesville	EEUU	Luz
